Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology, Tiruchirappalli#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#482#1578
National Institute of Technology, Tiruchirappalli#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7490#10081
National Institute of Technology, Tiruchirappalli#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15016#24347
National Institute of Technology, Tiruchirappalli#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#954#4057
National Institute of Technology, Tiruchirappalli#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5752#7558
National Institute of Technology, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3043#7112
National Institute of Technology, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11646#14933
National Institute of Technology, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#847#2358
National Institute of Technology, Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3052#4529
National Institute of Technology, Tiruchirappalli#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10650#15717
National Institute of Technology, Tiruchirappalli#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#24587#29750
National Institute of Technology, Tiruchirappalli#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6186#11541
National Institute of Technology, Tiruchirappalli#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9185#12917
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7258#13069
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27147#29166
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2468#4959
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6673#11759
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21600#27647
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30146#35773
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12765#16263
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18070#20824
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16285#24209
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31522#43531
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11790#16631
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14630#24255
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#36759#38292
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#53270#53270
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24505#30485
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36201#36201
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12021#20410
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6951#8999
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#15343#15343
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#32620#36596
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#51348#51348
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19326#22860
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#29037#31696
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29454#44505
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14293#15749
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22800#22800
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26838#35639
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52049#52049
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19082#24164
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17431#25792
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22475#24429
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10223#17030
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17813#19809
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8171#16592
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16253#22033
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8958#13007
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11889#18883
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8227#16664
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10497#19015
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9961#14558
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5570#22465
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#541#1739
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#575#2934
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#616#1167
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#2217#4000
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4498#7512
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6066#8143
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4094#5770
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7507#9259
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1944#4381
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#3005#5331
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1268#3789
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5271#6857
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5461#10216
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10319#16241
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5622#8432
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6804#15364
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18876#22740
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22947#27043
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16338#19483
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25520#29901
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10286#24197
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16518#29301
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15673#21503
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26950#30466
Sardar Vallabhbhai National Institute of Technology, Surat#Chemistry (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#26356#46992
Sardar Vallabhbhai National Institute of Technology, Surat#Chemistry (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#19106#37407
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21055#28333
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33202#37034
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14774#24413
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27709#31718
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1755#4732
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#2164#9805
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2700#4332
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6363#7489
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9712#16313
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#13009#26941
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10464#12854
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17815#19067
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5248#11776
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11651#14617
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5944#9368
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10218#15380
Sardar Vallabhbhai National Institute of Technology, Surat#Mathematics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#16942#39549
Sardar Vallabhbhai National Institute of Technology, Surat#Mathematics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#14194#26850
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10565#20844
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28264#37097
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13783#16971
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27867#30155
Sardar Vallabhbhai National Institute of Technology, Surat#Physics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#13541#40076
Sardar Vallabhbhai National Institute of Technology, Surat#Physics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#6913#24610
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#349#670
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#213#270
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#496#963
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#476#738
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12520#19872
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#25044#30698
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18273#21109
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26376#29204
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15206#22976
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29405#34927
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16686#21553
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24135#30235
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2116#5361
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6413#8600
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1568#3780
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3447#6121
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9157#11420
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11619#20959
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7047#11100
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10533#13732
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6151#8378
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10056#18972
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5093#6971
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7987#9066
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8296#13454
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22764#27257
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12478#13993
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21508#25678
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22421#28076
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30810#33913
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14537#28936
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30948#36290
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28870#32284
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36267#36920
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24447#30419
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37040#38524
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30535#37998
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35600#39447
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25622#33035
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25363#26583
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26857#33173
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33544#36633
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22833#29472
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34300#35502
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21705#31266
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29375#33434
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23217#32016
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29951#33377
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3441#12714
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7970#14147
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5223#12990
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11381#17457
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18566#24499
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19183#23590
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14281#25997
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24438#29221
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13934#17798
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14289#17356
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11483#19346
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18022#21732
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17656#25972
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#26715#32723
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#23345#27940
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32356#35931
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34610#35648
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36878#36880
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31529#35838
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39241#39932
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8785#21633
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#8591#26515
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1187#14220
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20726#22575
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#472#1017
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#283#283
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#816#1042
Indian Institute of Engineering Science and Technology, Shibpur#Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#886#886
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16680#32041
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35953#41486
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#21451#30211
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31094#39118
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1956#8454
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7973#11726
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4687#9436
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10676#15879
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14521#19757
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21822#25627
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11211#20079
Indian Institute of Engineering Science and Technology, Shibpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26500#30229
Indian Institute of Engineering Science and Technology, Shibpur#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#9831#13224
