Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
School of Planning & Architecture: Vijayawada#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#83#461
School of Planning & Architecture: Vijayawada#Planning (4 Years, Bachelor of Planning)#AI#OPEN#Gender-Neutral#39#618
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#985#1231
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#72182#77288
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#46281#57304
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#60947#70531
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#56309#70073
Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#62329#77552
International Institute of Information Technology, Naya Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16123#18239
International Institute of Information Technology, Naya Raipur#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#18711#22572
International Institute of Information Technology, Naya Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#25852#31755
University of Hyderabad#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#14347#28493
Punjab Engineering College, Chandigarh#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#36319#56396
Punjab Engineering College, Chandigarh#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15321#25654
Punjab Engineering College, Chandigarh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56432#75708
Punjab Engineering College, Chandigarh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31866#50755
Punjab Engineering College, Chandigarh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4310#16285
Punjab Engineering College, Chandigarh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2867#10778
Punjab Engineering College, Chandigarh#Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))#HS#OPEN#Gender-Neutral#5696#18695
Punjab Engineering College, Chandigarh#Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))#OS#OPEN#Gender-Neutral#4540#10820
Punjab Engineering College, Chandigarh#Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))#HS#OPEN#Gender-Neutral#17757#21861
Punjab Engineering College, Chandigarh#Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))#OS#OPEN#Gender-Neutral#11088#13912
Punjab Engineering College, Chandigarh#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31268#45303
Punjab Engineering College, Chandigarh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11938#26761
Punjab Engineering College, Chandigarh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15881#28744
Punjab Engineering College, Chandigarh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14248#18058
Punjab Engineering College, Chandigarh#Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26839#30846
Punjab Engineering College, Chandigarh#Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17487#21147
Punjab Engineering College, Chandigarh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31240#58609
Punjab Engineering College, Chandigarh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25669#39146
Punjab Engineering College, Chandigarh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#63107#83926
Punjab Engineering College, Chandigarh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#48422#53580
Punjab Engineering College, Chandigarh#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#60951#78859
Punjab Engineering College, Chandigarh#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35430#47843
Jawaharlal Nehru University, Delhi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13584#26280
Jawaharlal Nehru University, Delhi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24945#34564
International Institute of Information Technology, Bhubaneswar#Computer Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#27506#30061
International Institute of Information Technology, Bhubaneswar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14662#27438
International Institute of Information Technology, Bhubaneswar#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#30128#39461
International Institute of Information Technology, Bhubaneswar#Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19647#36115
International Institute of Information Technology, Bhubaneswar#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#26227#30966
Central institute of Technology Kokrajar, Assam#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#65365#65365
Central institute of Technology Kokrajar, Assam#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#43008#46126
Central institute of Technology Kokrajar, Assam#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#55327#56293
Central institute of Technology Kokrajar, Assam#Food Engineering and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#80426#80426
Central institute of Technology Kokrajar, Assam#Instrumentation Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#61533#62380
Puducherry Technological University, Puducherry#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#48229#52487
Puducherry Technological University, Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52917#70293
Puducherry Technological University, Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#241424#361584
Puducherry Technological University, Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14135#42251
Puducherry Technological University, Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52643#128469
Puducherry Technological University, Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#50207#50231
Puducherry Technological University, Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#43222#52194
Puducherry Technological University, Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#150459#212413
Puducherry Technological University, Puducherry#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#44715#50160
Puducherry Technological University, Puducherry#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#38846#40138
Puducherry Technological University, Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52635#65017
Puducherry Technological University, Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#240109#318262
Puducherry Technological University, Puducherry#Mechatronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#45776#55269
Puducherry Technological University, Puducherry#Mechatronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#207786#249679
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Civil and Environmental Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#162669#212427
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Civil and Environmental Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#66909#75166
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#96056#119497
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#37108#47753
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#87183#174744
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#49821#71318
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Food Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#220980#242722
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Food Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#74219#83535
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#160383#200178
Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#71051#76615
Central University of Rajasthan, Rajasthan#Bio Medical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#57957#68007
Central University of Rajasthan, Rajasthan#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#38325#42727
Central University of Rajasthan, Rajasthan#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#44988#53630
National Institute of Food Technology Entrepreneurship and Management, Kundli#Food Technology and Management (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#51423#90661
National Institute of Food Technology Entrepreneurship and Management, Thanjavur#Food Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#46745#82530
North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#45349#45563
North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#57317#57317
North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#56593#56593
Indian Institute of Handloom Technology(IIHT), Varanasi#Handloom and Textile Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#67483#83642
Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)#Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))#AI#OPEN#Gender-Neutral#42930#57409
Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)#Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))#AI#OPEN#Gender-Neutral#45198#58643
Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar#Chemical Engineering (5 Years, Integrated Masters in Technology)#AI#OPEN#Gender-Neutral#20530#53852
Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar#Chemical Engineering (5 Years, Integrated Masters in Technology)#HS#OPEN#Gender-Neutral#56493#76808
North-Eastern Hill University, Shillong#Biomedical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#63775#74249
North-Eastern Hill University, Shillong#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#61427#68382
North-Eastern Hill University, Shillong#Energy Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#73768#77967
North-Eastern Hill University, Shillong#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#46794#63031
Central University of Jammu#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#45697#62205
Central University of Jammu#Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52434#63729
Central University of Jammu#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#64802#72001
Central University of Jammu#Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#39034#58383
Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)#Aeronautical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#35212#63058
Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#51143#61480
