Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10441#16212
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11974#18398
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10931#21159
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8539#16313
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10596#19586
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16467#25598
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18674#26164
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29722#42965
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31986#45911
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#37317#44982
Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#36898#44666
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8582#13893
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14277#21475
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14592#19725
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23293#27276
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#36064#40981
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#42448#48808
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#33753#47207
Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur#Smart Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#44578#53908
Indian Institute of Information Technology Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29963#43449
Indian Institute of Information Technology Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#41776#48485
Indian Institute of Information Technology Manipur#Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#33830#41691
Indian Institute of Information Technology Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#38020#50103
Indian Institute of Information Technology Manipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#45716#56796
Indian Institute of Information Technology Manipur#Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#40725#50757
Indian Institute of Information Technology Tiruchirappalli#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19660#27636
Indian Institute of Information Technology Tiruchirappalli#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23908#32378
Indian Institute of Information Technology Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24888#35095
Indian Institute of Information Technology Tiruchirappalli#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#34148#39554
Indian Institute of Information Technology Lucknow#Computer Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5810#9341
Indian Institute of Information Technology Lucknow#Computer Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10101#14057
Indian Institute of Information Technology Lucknow#Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6997#9269
Indian Institute of Information Technology Lucknow#Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#13966#15955
Indian Institute of Information Technology Lucknow#Computer Science and Business (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9431#10562
Indian Institute of Information Technology Lucknow#Computer Science and Business (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#16038#17471
Indian Institute of Information Technology Lucknow#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9401#10951
Indian Institute of Information Technology Lucknow#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15613#16486
Indian Institute of Information Technology(IIIT) Dharwad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1377#32863
Indian Institute of Information Technology(IIIT) Dharwad#Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29568#35156
Indian Institute of Information Technology(IIIT) Dharwad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#30845#38129
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24006#35159
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16720#31780
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#33372#36044
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#36486#40320
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#35330#38868
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#44595#49086
Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh#Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#30449#47283
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#17100#30777
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#19536#32712
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14091#29865
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#25333#29684
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28200#32497
Indian Institute of Information Technology(IIIT) Kottayam#Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#33049#33616
Indian Institute of Information Technology(IIIT) Kottayam#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21216#36346
Indian Institute of Information Technology(IIIT) Kottayam#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#32755#36129
Indian Institute of Information Technology (IIIT) Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#25215#31162
Indian Institute of Information Technology (IIIT) Ranchi#Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))#AI#OPEN#Gender-Neutral#25951#30446
Indian Institute of Information Technology (IIIT) Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#31418#38214
Indian Institute of Information Technology (IIIT) Ranchi#Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))#AI#OPEN#Gender-Neutral#34250#37669
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14023#25559
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12505#26030
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#12640#27118
Indian Institute of Information Technology (IIIT) Nagpur#Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21888#28443
Indian Institute of Information Technology (IIIT) Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#26061#34867
Indian Institute of Information Technology (IIIT) Nagpur#Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29155#34571
Indian Institute of Information Technology (IIIT) Pune#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4202#16127
Indian Institute of Information Technology (IIIT) Pune#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8290#23164
Indian Institute of Information Technology (IIIT) Pune#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16454#20831
Indian Institute of Information Technology (IIIT) Pune#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#24607#27443
Indian Institute of Information Technology Bhagalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#21102#36212
Indian Institute of Information Technology Bhagalpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31408#40183
Indian Institute of Information Technology Bhagalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#38277#40391
Indian Institute of Information Technology Bhagalpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#41344#41557
Indian Institute of Information Technology Bhagalpur#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#35073#37906
Indian Institute of Information Technology Bhagalpur#Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#40519#46296
Indian Institute of Information Technology Bhagalpur#Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#46921#47838
Indian Institute of Information Technology Bhopal#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#14922#23385
Indian Institute of Information Technology Bhopal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#24707#32717
Indian Institute of Information Technology Bhopal#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11774#26859
Indian Institute of Information Technology Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#16458#21467
Indian Institute of Information Technology Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#23735#26994
Indian Institute of Information Technology Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#20317#30593
Indian Institute of Information Technology Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#29477#32885
Indian Institute of Information Technology, Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22126#33602
Indian Institute of Information Technology, Agartala#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31873#41272
Indian institute of information technology, Raichur, Karnataka#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13686#33582
Indian institute of information technology, Raichur, Karnataka#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#33716#36719
Indian institute of information technology, Raichur, Karnataka#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#20583#31515
Indian institute of information technology, Raichur, Karnataka#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#30776#35301
Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#19329#33329
Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#31606#34199
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#53772#72777
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#65925#65925
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#93133#147539
Assam University, Silchar#Agricultural Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#100501#100501
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#37130#45898
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#46106#46106
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69841#80457
Assam University, Silchar#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#76430#76430
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#47070#53912
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#51859#51859
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#75140#97578
Assam University, Silchar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#87398#87398
Birla Institute of Technology, Mesra, Ranchi#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#612#838
Birla Institute of Technology, Mesra, Ranchi#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1098#2964
Birla Institute of Technology, Mesra, Ranchi#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#13169#16827
Birla Institute of Technology, Mesra, Ranchi#Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25641#28473
Birla Institute of Technology, Mesra, Ranchi#Bio Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#46358#52538
Birla Institute of Technology, Mesra, Ranchi#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#61780#74838
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28393#48013
Birla Institute of Technology, Mesra, Ranchi#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#52796#72721
Birla Institute of Technology, Mesra, Ranchi#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#34952#51486
Birla Institute of Technology, Mesra, Ranchi#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#57255#65417
Birla Institute of Technology, Mesra, Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7365#15691
Birla Institute of Technology, Mesra, Ranchi#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16257#25610
Birla Institute of Technology, Mesra, Ranchi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#22406#30271
Birla Institute of Technology, Mesra, Ranchi#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34264#40867
Birla Institute of Technology, Mesra, Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#18658#25115
Birla Institute of Technology, Mesra, Ranchi#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27746#38404
Birla Institute of Technology, Mesra, Ranchi#Food Engineering and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#50804#57103
Birla Institute of Technology, Mesra, Ranchi#Food Engineering and Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#79191#82250
Birla Institute of Technology, Mesra, Ranchi#Mathematics and Computing (5 Years, Integrated Master of Science)#AI#OPEN#Gender-Neutral#23678#30126
Birla Institute of Technology, Mesra, Ranchi#Mathematics and Computing (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#37078#61777
Birla Institute of Technology, Mesra, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#28182#41734
Birla Institute of Technology, Mesra, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42628#55597
Birla Institute of Technology, Mesra, Ranchi#Physics (5 Years, Integrated Master of Science)#AI#OPEN#Gender-Neutral#39767#54690
Birla Institute of Technology, Mesra, Ranchi#Physics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#72112#83717
Birla Institute of Technology, Mesra, Ranchi#Production and Industrial Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#42501#52070
Birla Institute of Technology, Mesra, Ranchi#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58600#75744
Birla Institute of Technology, Mesra, Ranchi#Quantitative Economics & Data Science (5 Years, Integrated Master of Science)#AI#OPEN#Gender-Neutral#29812#35757
Birla Institute of Technology, Mesra, Ranchi#Quantitative Economics & Data Science (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#43807#67465
Gurukula Kangri Vishwavidyalaya, Haridwar#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#36254#61190
Gurukula Kangri Vishwavidyalaya, Haridwar#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#55592#74204
Gurukula Kangri Vishwavidyalaya, Haridwar#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#57494#70458
Gurukula Kangri Vishwavidyalaya, Haridwar#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#56625#78683
Indian Institute of Carpet Technology, Bhadohi#Carpet and Textile Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#69953#84390
Institute of Infrastructure, Technology, Research and Management-Ahmedabad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#53651#60091
Institute of Infrastructure, Technology, Research and Management-Ahmedabad#Computer Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#27848#37656
Institute of Infrastructure, Technology, Research and Management-Ahmedabad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#40531#51230
Institute of Infrastructure, Technology, Research and Management-Ahmedabad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#41874#55944
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#54461#73149
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#47777#75681
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#31305#55237
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#53481#67554
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Industrial and Production Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#74898#81582
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#41267#62458
Institute of Technology, Guru Ghasidas Vishwavidyalaya (A Central University), Bilaspur, (C.G.)#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#58761#77359
J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#29970#44365
J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#45057#53996
National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)#Electronics System Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#39810#56028
National Institute of Advanced Manufacturing Technology, Ranchi#Computer Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#15070#46219
National Institute of Advanced Manufacturing Technology, Ranchi#Computer Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#27316#50256
National Institute of Advanced Manufacturing Technology, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#43048#62563
National Institute of Advanced Manufacturing Technology, Ranchi#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#53367#63254
National Institute of Advanced Manufacturing Technology, Ranchi#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52878#74266
National Institute of Advanced Manufacturing Technology, Ranchi#Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#46691#70951
National Institute of Advanced Manufacturing Technology, Ranchi#Production and Industrial Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#50649#74027
National Institute of Advanced Manufacturing Technology, Ranchi#Production and Industrial Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#61255#70238
Sant Longowal Institute of Engineering and Technology#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#62044#74320
Sant Longowal Institute of Engineering and Technology#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#33566#50619
Sant Longowal Institute of Engineering and Technology#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#50662#63463
Sant Longowal Institute of Engineering and Technology#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#53513#58425
Sant Longowal Institute of Engineering and Technology#Food Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#76655#85401
Sant Longowal Institute of Engineering and Technology#Instrumentation and Control Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#63845#73592
Sant Longowal Institute of Engineering and Technology#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#47558#75992
Mizoram University, Aizawl#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#1042#1227
Mizoram University, Aizawl#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#56711#74625
Mizoram University, Aizawl#Computer Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52637#59691
Mizoram University, Aizawl#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#69223#72523
Mizoram University, Aizawl#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#66060#69733
Mizoram University, Aizawl#Information Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#49635#63839
School of Engineering, Tezpur University, Napaam, Tezpur#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#68381#77533
School of Engineering, Tezpur University, Napaam, Tezpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#41816#51525
School of Engineering, Tezpur University, Napaam, Tezpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#54262#67406
School of Engineering, Tezpur University, Napaam, Tezpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#52777#63357
School of Engineering, Tezpur University, Napaam, Tezpur#Food Engineering and Technology (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#78023#85085
School of Engineering, Tezpur University, Napaam, Tezpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#59618#77411
School of Planning & Architecture, Bhopal#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#124#332
School of Planning & Architecture, Bhopal#Planning (4 Years, Bachelor of Planning)#AI#OPEN#Gender-Neutral#330#624
School of Planning & Architecture, New Delhi#Architecture (5 Years, Bachelor of Architecture)#AI#OPEN#Gender-Neutral#6#138
School of Planning & Architecture, New Delhi#Planning (4 Years, Bachelor of Planning)#AI#OPEN#Gender-Neutral#63#317
